job_title,company_name,location,job_description,url
Senior Site Reliability Engineer,BaxEnergy,European timezones,"We’re looking for a 
senior Site Reliability Engineer to join our growing team and help us 
build robust, scalable systems that support our mission in the renewable
 energy space. You’ll take ownership of key infrastructure and CI/CD 
pipelines, and work on projects that improve reliability, performance, 
and developer experience across the company. Rather than looking for someone who just ticks boxes, we want someone
 who understands systems deeply, cares about code quality, and can write
 clean, maintainable automation code. If you’ve got a strong foundation 
in DevOps principles, experience with cloud infrastructure and 
databases, and enjoy enabling teams to move faster and safer, we’d love 
to meet you. This role is fully remote. What You Will Do Lead and nurture our SRE team and help create a modern SRE culture Create, maintain and update our infrastructure-as-code stack and pipelines Optimize and enhance our incindent response and disaster recovery processes Fine-tune, expand and automate our observability stack and ensure SLOs and SLAs meet the required standards Rightsize, optimize and maintain our infrastructure with special regards to kubernetes, databases and queues Organize and lead cross-cloud migration efforts for hundreds of servers About You Smart and gets things done You have years of experience as a Senior Site Reliability Engineer with a strong portfolio of completed projects You know how to diagnose and maintain databases and queues for optimal performance at a minimum price You master kubernetes clusters CI/CD pipelines and DevOps practices are your thing and you despise clickOps with a passion You have a 4-hour overlap with CET/CEST time zones as our teams are globally distributed You’re can travel to Italy within three months of hiring, and can get a visa to do so if needed Why Join Us We are a remote-first company and this is a fully remote position We build amazing teams with brilliant, happy, and motivated individuals Earn Euro-level salaries with over 30 days of vacation, sick pay, and other benefits The role is a permanent full-time position. We invest in people and understand great things happen if we do Be part of our amazing company trajectory over the next five years Travel to Sicily, Italy once a year for a fully paid company retreat We
 support and encourage diversity in our workplace. Applications are 
welcome from all backgrounds without regard to race, ethnicity, gender, 
orientation, age, or religion. Please apply even if you don't meet all 
the criteria listed.",https://remotive.com/remote-jobs/devops/senior-site-reliability-engineer-2018959
Marketing and Sales Directors,ChaChing,USA,"Join Us to Cut the Cost ofJoin Us to Cut the Cost of Living Crisis for ALL American Families Our story.... Google, Meta, and Amazon get paid to show you products. They charge merchants high fees for this — and those costs get passed on to you in the form of higher prices. Merchants who don’t pay these gatekeepers — even if they offer much lower prices — never get seen by consumers. The result? Americans are paying far more than they should for things they buy online. That’s where we come in. We built www (dot) price-fighter (dot) com The first website that shows ALL prices online, from low to high for a specific item. On average, the lowest prices we display are 30–50% lower than the average of those prices you’ll typically be shown on Google, Meta, or Amazon. We believe 30-50% price reductions can make a real difference for struggling families across America. If we can cut the cost of living by sharing information on better prices, we can all do better — together. ____________________________ To make this happen, we’re looking to hire a large team of campus ambassadors to spread the word and bring this tool to every household in the country. We are EXTREMELY passionate about our mission and want our team members to be passionate as well. Help us give consumers their buying power back. Help us bring fairness back to online shopping. Please visit the site and experience it before applying. Visit www (dot) price-fighter (dot) com WE'D LOVE TO TALK TO YOU!!!!! Job Types: Full-time, Part-time, Contract Optional/Potential Benefits: Health insurance Relocation assistance Vision insurance Tasks Marketing, Sales, Promotions and Partnerships to Scale Usage Requirements Great drive, grit, excitement for the mission, and great communication skills Benefits Optional/Potential Benefits: Health insurance Relocation assistance Vision insurance If our mission grabs you, please apply. Please understnad what we do before you reazch out.",https://remotive.com/remote-jobs/marketing/marketing-and-sales-directors-2059958
iOS Developer,nooro,USA,"WHO ARE WE? At nooro, we're revolutionizing pain management for seniors. Our platform is transforming how older adults engage with pain management at home. We're on a mission to make wellness more accessible and effective through technology. Check our website here: https://nooro-us.com/ We're a fast-moving startup that works on quick iteration and bold decisions. Our team is lean, agile, and empowered to make meaningful impacts daily. If you enjoy a dynamic environment where ideas become a reality at lightning speed and you're not afraid to wear multiple hats, you'll fit right in. WHAT WILL YOU DO? - Own and drive the development of our iOS application - Build elegant, performant features using **Swift (We’re 100% Swift!)** and **SwiftUI** - Implement complex UI/UX designs from **Figma** with pixel-perfect accuracy - Ensure app performance, quality, and responsiveness - Collaborate with our backend team on API integration - Write clean, modular, and reusable code - Participate in code reviews and architectural decisions - Help shape our mobile development practices HOW TO APPLY? If you believe we're the right fit, please fill in this form: https://forms.gle/xeL6pPbdjMHo11A28 WHAT ARE THE REQUIREMENTS? - 5+ years of professional iOS development experience - Strong expertise in Swift and SwiftUI - Deep understanding of iOS platform capabilities and limitations - Experience with iOS app architecture (MVVM preferred) - Experience with Core Data and local storage solutions - Proficiency in making RESTful API calls and handling responses - Experience with dependency injection on iOS - Strong version control skills with Git/GitHub - Experience with App Store deployment and TestFlight - Knowledge of iOS security best practices APPLYING PROCESS STEP 1 | QUESTIONNAIRE: If you believe we're the right fit, please fill in this form: https://forms.gle/xeL6pPbdjMHo11A28 STEP 2 | TEST: Once we review your form submission, we will send you a test STEP 3 | TECHNICAL INTERVIEW: Once we review your test submission, you will have a call with our development leader STEP 4 | BEHAVIORAL INTERVIEW: After the technical interview, you will have a call with our CEO to talk about the way our company and team members operate in general WHAT DO WE OFFER? - 100% remote work environment - Competitive compensation - Opportunity to make a meaningful impact in healthcare technology - Collaborative, innovative team culture",https://remotive.com/remote-jobs/software-dev/ios-developer-1956455
Founding Engineer ,Rey,Europe,"Rey is a tool that lets anyone build mobile apps visually. We believe in a world where the power of software creation is accessible to everyone, not just those with specialised skills or financial resources. With Rey, we’re starting with apps for smartphones, the most universal computing devices today. We're currently in closed beta with 3 pilot customers and 2 apps already live on the app stores ( Lume and Recharge ). Today, users can already use Rey to design interfaces, define interactions, connect to built-in databases, and deploy to the app stores. But this is just the beginning. As a team, we'll continue to take on complex design and engineering challenges — from expanding our building block library, to automating deployment pipelines, to building AI copilot experiences. If you’re excited by hard problems and big mission, this is the perfect time to join us. About the role You’ll be the first full-time engineer at Rey. That means shaping not just our codebase, but also our culture, team, and product. We’re looking for someone who thrives in an environment where speed and ownership matter. You’ll lead projects end-to-end, make technical decisions that set our direction, and play a defining role in Rey’s future. This is a hands-on role with the potential to grow into a Technical Lead/CTO role within a year. You'll also be building and leading our engineering team as we grow. What you'll do Work closely with customers, understand their problems, and design product experiences that solve them Own projects end-to-end: from shaping ideas, to prototyping, to shipping features that reach real users Make core technical and architectural decisions that set the foundation for our product and engineering culture Collaborate directly with the founder (Linh) on product vision, roadmap, and prioritization What we're looking for You have strong experience in mobile app development: You’ve built and shipped mobile apps before, either independently or as part of a team. Experience with cross-platform frameworks like Flutter is a plus. You bring some backend experience (Java, Ruby, Elixir, or similar), or you’re eager to pick it up as we grow. You take pride in your craft: You care about building high-quality, scalable user experiences for a large audience, and think critically about the impact on users’ lives. You're adaptable and resourceful: You’re comfortable tackling new challenges and learning on the fly. You have confidence to ship fast: You can scope tightly, ship frequently, and value momentum over perfection. You can build and lead a team: You will recruit, coach and develop our engineering team. You know how to create a supportive, empowering and challenging work environment — one where people can do their best work. You’re based in Berlin or ±2 hours of CEST/CET, and willing to travel to Berlin to work together in person a few times a year. Our tech stack today includes Flutter, Phoenix/Elixir, Render, Postgres, and Cloudflare.",https://remotive.com/remote-jobs/software-dev/founding-engineer-2059522
Senior Data Scientist,BaxEnergy,European timezones,"We’re looking for a senior Data Scientist to join our growing team and tackle high-impact problems in the renewable energy space. You’ll lead end-to-end projects that apply machine learning and statistical modelling to real-world challenges such as forecasting power demand, predicting equipment failures, or optimizing energy usage. Rather than looking for a domain expert in energy renewables, what we need is someone who deeply understands data, knows how to build solid models, and can write clean Python code that’s production ready. If you’ve got a strong foundation in statistics, experience with time series data, and a passion for solving meaningful problems, we’d love to meet you. This role is fully remote. What You Will Do Lead data science initiatives and take responsibility for their execution. Analyse time series data and develop models for forecasting, anomaly detection, and optimization. Work closely with product, engineering, and domain experts to build features that get used. Bring clarity to messy data, test hypotheses, and make informed, modelling choices. Communicate your findings clearly to both technical and non-technical teammates. Contribute to best practices around reproducibility, testing, and model monitoring. About You Smart and gets things done You are a great data scientist and can contribute to creating great data science teams Strong background in statistics and machine learning theory. You know more than just how to fit a model, and you understand why it works. Solid experience working with time series data and building predictive models. Expert Python skills so that your code is efficient, maintainable, and ready for production including hands-on experience with standard data science tools (pandas, NumPy, scikit-learn, etc.). Solid remote work experience and student mindset You have a 4-hour overlap with CET time zones You’re eligible to obtain a visa and can travel to Italy within three months of hiring Why Join Us We are a remote-first company, and this is a fully remote position We build amazing teams with brilliant, happy, and motivated contributors Earn Euro-level salaries with over 30 days of vacation, sick pay, and other benefits The role is a permanent full-time position We invest in people and understand great things happen if we do Be part of our amazing company trajectory over the next five years Travel to Sicily, Italy once a year for a fully paid company retreat We support and encourage diversity in our workplace. Applications are welcome from all backgrounds without regard to race, ethnicity, gender, orientation, age, or religion. Please apply even if you don't meet all the criteria listed.",https://remotive.com/remote-jobs/software-dev/senior-data-scientist-2017883
Ruby-on-Rails Engineer (Remote - Europe),EverAI,"Europe, EMEA, European timezones","Our Vision & Products 🚀 EverAI — Building the Future of AI Companionship One of the Top 15 Largest & Fastest-Growing AI Companies in the World 30+ Million Users in under 2 years — Help Us Reach 100M first, 500M next At EverAI , we’re shaping what it means to connect with AI. With 30+ million users and counting , we're not just building products — we're creating entirely new categories. Our flagship product is the world's largest AI girlfriend/boyfriend platform , redefining relationships for millions. And we’re only just getting started. Up next? We’re scaling our second product to revolutionize the creator economy . Think best-in-class AI content engines for video and image generation — designed to put world-class tools in every creator’s pocket. All of this is governed by our proprietary moderation system, EverGuard — an internal AI designed to ensure everything we build is safe, ethical, and human-first . Our Team We are an enthusiastic, passionate and hardworking team of 70 people. Our founding team has strong entrepreneurial experience building and scaling web products from 0 to IPO. Alexis Soulopoulos [CEO] • 10+ years in Tech Executive Leadership • Co-Founder Mad Paws Holdings (from 0 to IPO) • Forbes 30 under 30 + Deloitte TechFast50 ’22 & ‘23 Michael Monin [Co-founder & CTO] • 10+ years as CTO / COO (web2/web3), 1+ year in AI/LLM • Serial-entrepreneur: MTK Digital (exited / 0->$20m revenue) and Zipchat (AI Chatbot for E-commerce brands) Thomas Lacroix [Co-founder & CMO] • 8+ years in Customer Acquisition & E-commerce Growth • Serial-entrepreneur: Curatible (sold to Blackstone) and MTK Digital (exited / 0->$20m revenue) Maruša Fasano [CFO/Legal] • 25+ years in Finance, Strategy, M&A • Ex-CFO/M&A @Curatible (exited to Blackstone) • Ex-President of the Board @SotremoSA (exited) • Co-founder/CFO @SoftOne (exited) Your Role Our tech team is expanding rapidly to keep pace with the ambitious feature roadmap we've set out. We are therefore hiring experienced Software Engineers (Back-end / Ruby) to help us build and scale our product. You’ll have the opportunity to help define our roadmap and find the best technical solutions to help our customers. You will also have time to run some experiments and bring new ideas to the table. Reporting directly to our Tech Lead, you will be responsible for: Interacting with the Product Manager to review project specs Preparing integration plans, break-downs, and estimations Hands-on code implementation, PRs, code reviews, testing, etc. You'll be working with Michael (co-founder and CTO) along with the product team and the engineering team (web developers, SRE, data scientists). 💎 NB: while we remain open to full-stack expertise, we are looking for people with a strong edge on back-end development using Ruby-on-Rails. Your Qualifications Must-haves 💼 3+ years of experience: As a back-end or full-stack software engineer - recent experience with Ruby-on-Rails is mandatory In tech scale-ups or any similarly agile and fast-paced environment On large-scale products where your code was used by thousands of monthly users 🗣 Strong communication & collaborative skills (perfectly fluent in English) 🧢 Ownership and commitment - we’re looking for owners, not renters ⚡️ Doer mindset - we are moving fast and we need people who can find the right balance between software craftsmanship and velocity 🫶🏻 User-centricity - you are proud of what you build and you share our obsession for amazing user experience 🍭 #NSFW - you are comfortable building products that are based on uncensored models and content Bonus points Past experience and/or interest in data science and generative AI (NLP, ML, MLOps…) Experience working with globally distributed teams Why EverAI? 📈 Exponential Growth : From 30M+ users in 18 months, to 100M next — and 500M beyond 🚀 Track Record of Category-Creating Innovation : We consistently launch world-first AI applications — setting the pace, not following it 🌍 Global Impact : Top-tier user growth, real-world adoption, and cultural relevance 🧠 Proven Leadership : A senior team that’s launched, scaled, and exited & IPO’d multiple scale ups — now fully focused on reshaping AI companionship 👥 Elite Remote Team : 100% remote and built to win — world-class talent from Tier 1 tech companies , with a culture of ownership, velocity, and radical creativity 🛡️ Ethical Core : Our AI ecosystem is governed by EverGuard, our proprietary AI moderation technology , ensuring responsible development at scale What We Offer ✍️ We prefer a B2B contract but we can be flexible, as long as you’re in it for the long haul 📍 Full-remote (you work from the place that suits you best) 🏝️ 4 weeks PTO 👨‍👩‍👧‍👦 Annual gathering to get to know each other better ❤️‍🩹 Health & Wellness support: Up to $200 for your wellbeing expenses + Access to unlimited 1:1 sessions with psychologists and lifestyle experts through OpenUp (also available to up to three of your family members) 📚 Learning budget 💻 Company laptop ⚡️ GPT-4, Mistral and Hugging Face Pro plan 🎯 Top Tier Talent Is Our Multiplier We’re a fully remote group of A-players from Tier 1 tech , led by an exec team who’ve launched, scaled, and exited multiple companies . We move fast, and care deeply about what we build — and who we build it with. We’re looking for exceptional talent ready to ship & distribute world-first AI products at scale, fast, and co-create with us this category-defining business. If that’s you — reach out and apply!",https://remotive.com/remote-jobs/software-dev/ruby-on-rails-engineer-remote-europe-2058249
Social Media Manager/Shitposter @ Fun Ecom Co | Great People & Flexible Hours,JLS Trading Co,Worldwide,"- Do you have trouble communicating through anything but memes? - Did you livestream your family staging an intervention for your social media addiction? - Do you thrive in a high-stress environment filled with political infighting, bureaucracy, and corporate nonsense? If so, then we are the place for you, except you might hate how nice of a company we have - filled with happy, generally competent people that don’t put up with jerks. Frankly, it makes me sick how nice everyone is. We are remote full time, have very flexible hours, people are judged by their output, not by how much they suck up to the boss, and turnover is super low because the company believes that happy employees = happy customers = happy bank account. Simply disgusting, if you ask me. --Is this a real job ad?-- Yup! Amazingly enough, we actually paid money to post this on a bunch of different job sites. And it’s not even a pyramid scheme! Plus, get this: the owner just started paying our 70ish employees with money instead of Pizza Hut coupons - we’re big time, people. Our careers page is actually worth checking out to learn more about how insane we are (sidenote: it won a web design award in 1993 - we’re a pretty big deal): http://www.jlstradingco.com/careers/ And check out our reviews on Google , Glassdoor , or Indeed to see that it’s not just the founder’s mother who says we’re cool. --What do you guys do?-- We do a lot of different things these days including selling awesome consumer products (these are just a small sampling): - Bad Parking Cards ( https://amz.run/5Eya ) - Beverage Barricades ( https://amz.run/6kip ) - Child Chucker ( https://amz.run/9EUz ) Running this Amazon Pay-Per-Click agency: PPCFarm.com (we’re really, really good at PPC) And we will soon be launching a SaaS product for inventory management. We are doing our best to grow rapidly every year, and it’s our intention to continue that for as long as possible, which means we need good people to help us keep up with the growth. --What is your company like?-- 1. You Can Be Yourself. You don’t have to put on a fake, professional face. You can just be yourself. You can talk smack to the CEO (highly encouraged), and no one will think anything of it. You don't have to dress up, or use formal language, or pretend to be something you're not - you can just be you. 2. Major Opportunities for Career Growth. We are not trying to just be a small business. We plan to be doing $100 million annually in the next few years. We promote quickly once we identify talent. It doesn’t matter what your credentials are – it matters what you get done. 3. Full Time Remote/Flexible Hours. You will be working from home in your pajamas, on your schedule. And we don’t care if you work 10 hour days 4 days a week or 6 hours a day and catch up over the weekend. So long as you get a lot of work done, we’re happy campers. 4. Complete Work/Life Balance. If you’re routinely working more than 45ish hours, you’re gonna get a friendly talking-to. We want you to be operating at 100% capacity, which means that you need to rest. 5. Strongly Anti-BS. Anybody in the company can (and is expected to) tell the CEO when he is wrong. There are no bureaucratic or BS rules getting in the way of getting work done. 6. No Micro-Management. Once you’re trained and have demonstrated you know your stuff, we are pretty hands-off. In fact, if you need external management to stay on-task and motivated, we probably aren’t the place for you. 7. No Toxic/Incompetent People Allowed. We try very hard to screen out mean or stupid people before they get in, but in case they slip through, we fire them quickly. You will never have to interact with someone who is an obvious idiot or straight up malicious. No toxic or incompetent people at work - could it really be? [Yes] 8. Supportive Environment. We don’t operate via intense stress or unreasonable top-down deadlines. Everyone wants you to be successful – internal politics are at a minimum here. 9. Lots of Raises. We do our absolute best to get ahead of things and give raises preemptively, so you don't have to ask for one. It's not unusual at all for someone to receive 2+ raises per year. 10. We’ll Invest in Your Training. We want you and everyone to get better constantly. You’ll be learning new things all the time, and are strongly encouraged to invest time every day to learn new things, improve your system/work process, and just generally try to make your life easier. 11. 4-6+ Weeks Vacation. We 100% want you to recharge, so having plenty of time off is absolutely worth it. 12. Paid Maternity/Paternity Leave. We’ve even started letting people skip meetings during labor! 13. Self-Funded So We Can Do What’s Right for Us. We don’t have to answer to anyone but ourselves, so we can make the right decision for the long-term health of the company vs trying to get big too fast or cut corners to appease some selfish investor. --What are your company’s values?-- See here: http://www.jlstradingco.com/careers/ Yes, those are legitimately our values. The careers page is definitely worth checking out - it’s not just normal corporate BS. We promise you’ll learn a lot about us. --OK, so I’ve read like 8 dang pages about you guys. Will you tell me what the actual job is?-- No. --Wait... What?-- OK fiiine. Helping to make our social media presence 1000x less shitty by being a reply guy, shitposting, responding to comments on our posts, and doing whatever else you can to create raving fans of our brands ( Witty Yeti will be your primary project at the start). We are very early in our social media exploration/development and what we are doing now isn’t enough. We want to absolutely crush, and need your knowledge and sense of humor to help get there. You’re gonna be tasked with pulling all the levers you reasonably can to grow our social media - we’re not expecting you to make videos yourself (unless you want to), but want you to shitpost and comment and help with creative ideation (let’s hop on this trend real quick, this meme would be hilarious, etc). You’re basically gonna be a social media generalist - doing whatever is necessary (within reason, of course) to help us be successful in reaching The People™. Maybe it’s updating our page, maybe it’s making some thumbnails (we can teach you), maybe it’s responding with the perfect GIF, maybe it’s crafting new copy pasta for someone who tweeted the most ridiculous thing you’ve ever heard. We’ll see how it shakes out and very much want to set you up for success, and the right strategy will require your input before we set anything in stone. We’ll likely just feel our way through trying to find the thing(s) that work. Like everyone else in the company, you will also need to innovate regularly - which means figuring out ways to improve quality and production speed. --Do I need experience?-- We expect you to have a minimum of 70 years of experience (120+ preferred). Oh, you haven't lived two lifetimes eating and breathing business 24/7/365? Who TF do you think you are, reading this job description? You absolute buffoon. Oh, you haven't been directly involved in at least two (preferably three) World Wars? You're not even qualified to operate our coffee machine, you sentient potato. Oh, you didn't observe the Big Bang as it happened? Get out of here, you pirated copy of Windows 95. I might throw up from your arrogance. The hubris to think that you, an absolute fool, could apply for a social media job... sickening. I’m literally shaking right now. Also, no you don't need any experience. We want special people, and don’t give AF what their background is. Most of our best people did nothing remotely related to their current roles, so if you've never done anything like this before, don't sweat it. We hire 100x more for potential than existing knowledge. The Big Bang requirement still stands though. --Do I need a college degree?-- You just need to be awesome. --Are there any geographic restrictions?-- As long as you are in a country that doesn’t have active sanctions from the US government, we are interested. Our founder isn’t known for respecting the government much, but they have all the guns, so… --What are your social media accounts?-- This will give you an idea of what we’re currently doing: https://www.tiktok.com/@wittyyeti.com https://www.instagram.com/witty.yeti/ --I know a ton about social media but haven’t “run” it before-- As long as you are willing to learn (from others because we have no clue what we’re doing), then you’ll be fine. We have lots of people in the company who never did their role before and we just paid them to learn, and now they do great. --This sounds pretty good, though I’m still skeptical that this isn’t a pyramid scheme.-- You sound just like the tax authorities! --That doesn’t resolve any of my fears, but what do I need to do to apply?-- Please submit your information on the following page to apply. We promise to respond within 5-10 business days even if our answer is No. There will be multiple steps in this process, FYI, including a long written application, interviews with potentially a few different people, and paid work test(s). Hiring the right people is really hard and very expensive if we do it poorly, so we have to front-load the process. I'm sorry about that and thank you for sticking with us. Once you’re in our pipeline though, I would anticipate giving you a final answer within a few weeks, depending on how it goes. We definitely don’t want to string you along, and as long as you do what we ask, we promise to tell you “yes” or “no”, and to not just ghost you (like everybody I match with on Tinder). Thank you for your time and interest, and I hope we can work together soon!",https://remotive.com/remote-jobs/marketing/social-media-manager-shitposter-fun-ecom-co-great-people-flexible-hours-2057112
Senior React Native Developer,Proxify,CET +/- 3 HOURS,"The Role: We are looking for a Senior React Native Developer for one of our clients. You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products. What we are looking for: +5 years of professional experience working with React Native. +2 years of professional software development experience. Deep understanding of React Native best practices and a commitment to follow them. Ability to work through new and difficult React Native issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of React Native applications. Team spirit: strong communication skills to collaborate with various stakeholders. Good time-management skills. Ability to work with minimal supervision. Intermediate-advanced English level. Time zone: CET (+/- 3 hours). We are unable to consider applications from candidates in other time zones. Nice-to-have: Experience working with Swift, Objective C, and / or Java. Responsibilities: Architect, build, and maintain excellent React Native applications with clean code. Implement pixel-perfect UI's that match designs. Implement clean, modern, smooth animations and transitions that provide an excellent user experience. Integrate third-party API's. Write unit and integration tests. Release applications to the Apple and Google Play stores. Work with native modules when required. What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://remotive.com/remote-jobs/software-dev/senior-react-native-developer-1383531
Digital and Data Support Manager,Open Ownership,Worldwide,"Open Ownership is recruiting a remotely based Digital and Data Support Manager to join our recently formed Digital and Data Team. This is a permanent role. We’re looking for someone with experience of working on digital reform in or directly with governments or other large, complex institutions, who understands the complexity of such projects and how to get them done effectively. As well as this essential experience, we’re looking for people who can: communicate with both technical and policy audiences, and feels comfortable sitting between these groups; simply and clearly communicate complex information; is keen to share knowledge on digital topics within the organisation; is keen to work in a complex and evolving policy and delivery environment; is sensitive to cultural differences in working styles and practices and can work across a diverse team and partners. Brief details Remuneration: This is an L5 position, benchmarked against our competencies framework at GBP 55,000 - 70,000 (USD 66,000 - 85,000) dependent on experience. Hours : Full time, 37.5 hours a week but flexible working will be considered. Location : Home-based, remote working, flexible work location. Candidates must be based in UTC+2 to UTC+9 due to the nature of upcoming work. Applicants must have the right to work in their country of residence as we cannot provide work visas for any country. The deadline for applications is 23:59 UTC (GMT) on Wednesday 24 September 2025. Please read the full job description here . All applications are welcomed through the Applied platform only.",https://remotive.com/remote-jobs/all-others/digital-and-data-support-manager-2057109
Freelance Writer,IAPWE,Worldwide,"Our organization is seeking content writers to create articles and blog posts on a variety of topics. The rate of pay is $20 per 100 words (this comes out to approximately $100 per article or $50 per hour). Some topics you may be asked to write about include the following (you can always turn down a topic if you do not feel comfortable writing about it, however if you have experience or expertise in a specific area, please let us know): Health & beauty Fitness Home Decor Fashion Sports Do it yourself Finance Legal Medical Family/Parenting Relationships Real Estate Restaurants Contracting (plumbing, pool building, remodeling, etc.) These are just some of the more general industries and topics that we cover. Requirements : We ask that all work be completed using a word processor such as Microsoft Word or Open Office A reliable internet connection and the ability to meet deadlines Good communication skills and respond in a timely manner to editorial staff when they ask for updates on tasks, etc Work well as a team member with the rest of our content management and editorial staff Note : Applicants to this job signaled that accessing some writing tasks may require payment.",https://remotive.com/remote-jobs/writing/freelance-writer-1185979
Copywriter,Coalition Technologies ,Worldwide,"WHO WE'RE LOOKING FOR The ideal copywriter has excellent English writing skills and is excited to write high-quality, SEO-driven content that aligns with detailed, client-specific guidelines. Projects most commonly include writing web pages for eCommerce and lead generation business sites such as category pages, product descriptions, and blog posts. Our clientele is constantly evolving. We produce content for these and many other industry verticals: Fashion (both mass-market and luxury) Skincare & Beauty Tech & Software** Finance & Investing** Law (family law, product liability, divorce, etc.)** Education Home Improvement Automobiles & Motorcycles (OEM and aftermarket accessories) Health and Wellness** Medical / Clinical** Digital Marketing SEO / PR / Advertising / Marketing** **Writers with a background in these highly specialized fields are strongly encouraged to apply. The ideal candidate for this position is a multifaceted technical and creative writer with at least two to four years of professional, non-academic experience. Candidates should understand how to write content that effortlessly blends SEO best practices and brand priorities for finished work that’s engaging, creative, and ROI-driven. Candidates should also be willing and able to complete careful research in order to gain a strong understanding of various industries. Candidates should be prepared to provide portfolios featuring published work. Once an offer has been extended, writers will be asked to take a brief training course. Compensation Writers are paid on a per-word basis. The rate is assessed according to our KPI rubric (key performance indicators) with an automatic raise after 400 and 800 pages have gone live on our client's websites. Initial compensation is up to $0.06 per word with $0.034 per word being the most typical compensation level. This is $30 or $17 per page of 500 words. After 400 pages live, the top marginal rate increases to $0.064 per word with the most typical rate of $0.038 per word, or $32 and $19 per page. After 800 pages live, the top marginal rate increases to $0.07 per word with $0.044 per word being the most typical, or $35 and $22 per page.",https://remotive.com/remote-jobs/writing/copywriter-1749306
