job_title,company_name,location,cleaned_description,url
Founding Engineer ,Rey,Europe,rey is a tool that lets anyone build mobile apps visually we believe in a world where the power of software creation is accessible to everyone not just those with specialised skills or financial resources with rey were starting with apps for smartphones the most universal computing devices today were currently in closed beta with 3 pilot customers and 2 apps already live on the app stores lume and recharge today users can already use rey to design interfaces define interactions connect to builtin databases and deploy to the app stores but this is just the beginning as a team well continue to take on complex design and engineering challenges from expanding our building block library to automating deployment pipelines to building ai copilot experiences if youre excited by hard problems and big mission this is the perfect time to join us about the role youll be the first fulltime engineer at rey that means shaping not just our codebase but also our culture team and product were looking for someone who thrives in an environment where speed and ownership matter youll lead projects endtoend make technical decisions that set our direction and play a defining role in reys future this is a handson role with the potential to grow into a technical leadcto role within a year youll also be building and leading our engineering team as we grow what youll do work closely with customers understand their problems and design product experiences that solve them own projects endtoend from shaping ideas to prototyping to shipping features that reach real users make core technical and architectural decisions that set the foundation for our product and engineering culture collaborate directly with the founder linh on product vision roadmap and prioritization what were looking for you have strong experience in mobile app development youve built and shipped mobile apps before either independently or as part of a team experience with crossplatform frameworks like flutter is a plus you bring some backend experience java ruby elixir or similar or youre eager to pick it up as we grow you take pride in your craft you care about building highquality scalable user experiences for a large audience and think critically about the impact on users lives youre adaptable and resourceful youre comfortable tackling new challenges and learning on the fly you have confidence to ship fast you can scope tightly ship frequently and value momentum over perfection you can build and lead a team you will recruit coach and develop our engineering team you know how to create a supportive empowering and challenging work environment one where people can do their best work youre based in berlin or 2 hours of cestcet and willing to travel to berlin to work together in person a few times a year our tech stack today includes flutter phoenixelixir render postgres and cloudflare,https://remotive.com/remote-jobs/software-dev/founding-engineer-2059522
Senior Data Scientist,BaxEnergy,European timezones,were looking for a senior data scientist to join our growing team and tackle highimpact problems in the renewable energy space youll lead endtoend projects that apply machine learning and statistical modelling to realworld challenges such as forecasting power demand predicting equipment failures or optimizing energy usage rather than looking for a domain expert in energy renewables what we need is someone who deeply understands data knows how to build solid models and can write clean python code thats production ready if youve got a strong foundation in statistics experience with time series data and a passion for solving meaningful problems wed love to meet you this role is fully remote what you will do lead data science initiatives and take responsibility for their execution analyse time series data and develop models for forecasting anomaly detection and optimization work closely with product engineering and domain experts to build features that get used bring clarity to messy data test hypotheses and make informed modelling choices communicate your findings clearly to both technical and nontechnical teammates contribute to best practices around reproducibility testing and model monitoring about you smart and gets things done you are a great data scientist and can contribute to creating great data science teams strong background in statistics and machine learning theory you know more than just how to fit a model and you understand why it works solid experience working with time series data and building predictive models expert python skills so that your code is efficient maintainable and ready for production including handson experience with standard data science tools pandas numpy scikitlearn etc solid remote work experience and student mindset you have a 4hour overlap with cet time zones youre eligible to obtain a visa and can travel to italy within three months of hiring why join us we are a remotefirst company and this is a fully remote position we build amazing teams with brilliant happy and motivated contributors earn eurolevel salaries with over 30 days of vacation sick pay and other benefits the role is a permanent fulltime position we invest in people and understand great things happen if we do be part of our amazing company trajectory over the next five years travel to sicily italy once a year for a fully paid company retreat we support and encourage diversity in our workplace applications are welcome from all backgrounds without regard to race ethnicity gender orientation age or religion please apply even if you dont meet all the criteria listed,https://remotive.com/remote-jobs/software-dev/senior-data-scientist-2017883
Ruby-on-Rails Engineer (Remote - Europe),EverAI,"Europe, EMEA, European timezones",our vision products everai building the future of ai companionship one of the top 15 largest fastestgrowing ai companies in the world 30 million users in under 2 years help us reach 100m first 500m next at everai were shaping what it means to connect with ai with 30 million users and counting were not just building products were creating entirely new categories our flagship product is the worlds largest ai girlfriendboyfriend platform redefining relationships for millions and were only just getting started up next were scaling our second product to revolutionize the creator economy think bestinclass ai content engines for video and image generation designed to put worldclass tools in every creators pocket all of this is governed by our proprietary moderation system everguard an internal ai designed to ensure everything we build is safe ethical and humanfirst our team we are an enthusiastic passionate and hardworking team of 70 people our founding team has strong entrepreneurial experience building and scaling web products from 0 to ipo alexis soulopoulos ceo 10 years in tech executive leadership cofounder mad paws holdings from 0 to ipo forbes 30 under 30 deloitte techfast50 22 23 michael monin cofounder cto 10 years as cto coo web2web3 1 year in aillm serialentrepreneur mtk digital exited 020m revenue and zipchat ai chatbot for ecommerce brands thomas lacroix cofounder cmo 8 years in customer acquisition ecommerce growth serialentrepreneur curatible sold to blackstone and mtk digital exited 020m revenue marusa fasano cfolegal 25 years in finance strategy ma excfoma curatible exited to blackstone expresident of the board sotremosa exited cofoundercfo softone exited your role our tech team is expanding rapidly to keep pace with the ambitious feature roadmap weve set out we are therefore hiring experienced software engineers backend ruby to help us build and scale our product youll have the opportunity to help define our roadmap and find the best technical solutions to help our customers you will also have time to run some experiments and bring new ideas to the table reporting directly to our tech lead you will be responsible for interacting with the product manager to review project specs preparing integration plans breakdowns and estimations handson code implementation prs code reviews testing etc youll be working with michael cofounder and cto along with the product team and the engineering team web developers sre data scientists nb while we remain open to fullstack expertise we are looking for people with a strong edge on backend development using rubyonrails your qualifications musthaves 3 years of experience as a backend or fullstack software engineer recent experience with rubyonrails is mandatory in tech scaleups or any similarly agile and fastpaced environment on largescale products where your code was used by thousands of monthly users strong communication collaborative skills perfectly fluent in english ownership and commitment were looking for owners not renters doer mindset we are moving fast and we need people who can find the right balance between software craftsmanship and velocity usercentricity you are proud of what you build and you share our obsession for amazing user experience nsfw you are comfortable building products that are based on uncensored models and content bonus points past experience andor interest in data science and generative ai nlp ml mlops experience working with globally distributed teams why everai exponential growth from 30m users in 18 months to 100m next and 500m beyond track record of categorycreating innovation we consistently launch worldfirst ai applications setting the pace not following it global impact toptier user growth realworld adoption and cultural relevance proven leadership a senior team thats launched scaled and exited ipod multiple scale ups now fully focused on reshaping ai companionship elite remote team 100 remote and built to win worldclass talent from tier 1 tech companies with a culture of ownership velocity and radical creativity ethical core our ai ecosystem is governed by everguard our proprietary ai moderation technology ensuring responsible development at scale what we offer we prefer a b2b contract but we can be flexible as long as youre in it for the long haul fullremote you work from the place that suits you best 4 weeks pto annual gathering to get to know each other better health wellness support up to 200 for your wellbeing expenses access to unlimited 11 sessions with psychologists and lifestyle experts through openup also available to up to three of your family members learning budget company laptop gpt4 mistral and hugging face pro plan top tier talent is our multiplier were a fully remote group of aplayers from tier 1 tech led by an exec team whove launched scaled and exited multiple companies we move fast and care deeply about what we build and who we build it with were looking for exceptional talent ready to ship distribute worldfirst ai products at scale fast and cocreate with us this categorydefining business if thats you reach out and apply,https://remotive.com/remote-jobs/software-dev/ruby-on-rails-engineer-remote-europe-2058249
Social Media Manager/Shitposter @ Fun Ecom Co | Great People & Flexible Hours,JLS Trading Co,Worldwide,do you have trouble communicating through anything but memes did you livestream your family staging an intervention for your social media addiction do you thrive in a highstress environment filled with political infighting bureaucracy and corporate nonsense if so then we are the place for you except you might hate how nice of a company we have filled with happy generally competent people that dont put up with jerks frankly it makes me sick how nice everyone is we are remote full time have very flexible hours people are judged by their output not by how much they suck up to the boss and turnover is super low because the company believes that happy employees happy customers happy bank account simply disgusting if you ask me is this a real job ad yup amazingly enough we actually paid money to post this on a bunch of different job sites and its not even a pyramid scheme plus get this the owner just started paying our 70ish employees with money instead of pizza hut coupons were big time people our careers page is actually worth checking out to learn more about how insane we are sidenote it won a web design award in 1993 were a pretty big deal httpwwwjlstradingcocomcareers and check out our reviews on google glassdoor or indeed to see that its not just the founders mother who says were cool what do you guys do we do a lot of different things these days including selling awesome consumer products these are just a small sampling bad parking cards httpsamzrun5eya beverage barricades httpsamzrun6kip child chucker httpsamzrun9euz running this amazon payperclick agency ppcfarmcom were really really good at ppc and we will soon be launching a saas product for inventory management we are doing our best to grow rapidly every year and its our intention to continue that for as long as possible which means we need good people to help us keep up with the growth what is your company like 1 you can be yourself you dont have to put on a fake professional face you can just be yourself you can talk smack to the ceo highly encouraged and no one will think anything of it you dont have to dress up or use formal language or pretend to be something youre not you can just be you 2 major opportunities for career growth we are not trying to just be a small business we plan to be doing 100 million annually in the next few years we promote quickly once we identify talent it doesnt matter what your credentials are it matters what you get done 3 full time remoteflexible hours you will be working from home in your pajamas on your schedule and we dont care if you work 10 hour days 4 days a week or 6 hours a day and catch up over the weekend so long as you get a lot of work done were happy campers 4 complete worklife balance if youre routinely working more than 45ish hours youre gonna get a friendly talkingto we want you to be operating at 100 capacity which means that you need to rest 5 strongly antibs anybody in the company can and is expected to tell the ceo when he is wrong there are no bureaucratic or bs rules getting in the way of getting work done 6 no micromanagement once youre trained and have demonstrated you know your stuff we are pretty handsoff in fact if you need external management to stay ontask and motivated we probably arent the place for you 7 no toxicincompetent people allowed we try very hard to screen out mean or stupid people before they get in but in case they slip through we fire them quickly you will never have to interact with someone who is an obvious idiot or straight up malicious no toxic or incompetent people at work could it really be yes 8 supportive environment we dont operate via intense stress or unreasonable topdown deadlines everyone wants you to be successful internal politics are at a minimum here 9 lots of raises we do our absolute best to get ahead of things and give raises preemptively so you dont have to ask for one its not unusual at all for someone to receive 2 raises per year 10 well invest in your training we want you and everyone to get better constantly youll be learning new things all the time and are strongly encouraged to invest time every day to learn new things improve your systemwork process and just generally try to make your life easier 11 46 weeks vacation we 100 want you to recharge so having plenty of time off is absolutely worth it 12 paid maternitypaternity leave weve even started letting people skip meetings during labor 13 selffunded so we can do whats right for us we dont have to answer to anyone but ourselves so we can make the right decision for the longterm health of the company vs trying to get big too fast or cut corners to appease some selfish investor what are your companys values see here httpwwwjlstradingcocomcareers yes those are legitimately our values the careers page is definitely worth checking out its not just normal corporate bs we promise youll learn a lot about us ok so ive read like 8 dang pages about you guys will you tell me what the actual job is no wait what ok fiiine helping to make our social media presence 1000x less shitty by being a reply guy shitposting responding to comments on our posts and doing whatever else you can to create raving fans of our brands witty yeti will be your primary project at the start we are very early in our social media explorationdevelopment and what we are doing now isnt enough we want to absolutely crush and need your knowledge and sense of humor to help get there youre gonna be tasked with pulling all the levers you reasonably can to grow our social media were not expecting you to make videos yourself unless you want to but want you to shitpost and comment and help with creative ideation lets hop on this trend real quick this meme would be hilarious etc youre basically gonna be a social media generalist doing whatever is necessary within reason of course to help us be successful in reaching the people maybe its updating our page maybe its making some thumbnails we can teach you maybe its responding with the perfect gif maybe its crafting new copy pasta for someone who tweeted the most ridiculous thing youve ever heard well see how it shakes out and very much want to set you up for success and the right strategy will require your input before we set anything in stone well likely just feel our way through trying to find the things that work like everyone else in the company you will also need to innovate regularly which means figuring out ways to improve quality and production speed do i need experience we expect you to have a minimum of 70 years of experience 120 preferred oh you havent lived two lifetimes eating and breathing business 247365 who tf do you think you are reading this job description you absolute buffoon oh you havent been directly involved in at least two preferably three world wars youre not even qualified to operate our coffee machine you sentient potato oh you didnt observe the big bang as it happened get out of here you pirated copy of windows 95 i might throw up from your arrogance the hubris to think that you an absolute fool could apply for a social media job sickening im literally shaking right now also no you dont need any experience we want special people and dont give af what their background is most of our best people did nothing remotely related to their current roles so if youve never done anything like this before dont sweat it we hire 100x more for potential than existing knowledge the big bang requirement still stands though do i need a college degree you just need to be awesome are there any geographic restrictions as long as you are in a country that doesnt have active sanctions from the us government we are interested our founder isnt known for respecting the government much but they have all the guns so what are your social media accounts this will give you an idea of what were currently doing httpswwwtiktokcomwittyyeticom httpswwwinstagramcomwittyyeti i know a ton about social media but havent run it before as long as you are willing to learn from others because we have no clue what were doing then youll be fine we have lots of people in the company who never did their role before and we just paid them to learn and now they do great this sounds pretty good though im still skeptical that this isnt a pyramid scheme you sound just like the tax authorities that doesnt resolve any of my fears but what do i need to do to apply please submit your information on the following page to apply we promise to respond within 510 business days even if our answer is no there will be multiple steps in this process fyi including a long written application interviews with potentially a few different people and paid work tests hiring the right people is really hard and very expensive if we do it poorly so we have to frontload the process im sorry about that and thank you for sticking with us once youre in our pipeline though i would anticipate giving you a final answer within a few weeks depending on how it goes we definitely dont want to string you along and as long as you do what we ask we promise to tell you yes or no and to not just ghost you like everybody i match with on tinder thank you for your time and interest and i hope we can work together soon,https://remotive.com/remote-jobs/marketing/social-media-manager-shitposter-fun-ecom-co-great-people-flexible-hours-2057112
Senior React Native Developer,Proxify,CET +/- 3 HOURS,the role we are looking for a senior react native developer for one of our clients you are a perfect candidate if you are growthoriented you love what you do and you enjoy working on new ideas to develop exciting products what we are looking for 5 years of professional experience working with react native 2 years of professional software development experience deep understanding of react native best practices and a commitment to follow them ability to work through new and difficult react native issues and contribute to libraries as needed ability to create and maintain continuous integration and delivery of react native applications team spirit strong communication skills to collaborate with various stakeholders good timemanagement skills ability to work with minimal supervision intermediateadvanced english level time zone cet 3 hours we are unable to consider applications from candidates in other time zones nicetohave experience working with swift objective c and or java responsibilities architect build and maintain excellent react native applications with clean code implement pixelperfect uis that match designs implement clean modern smooth animations and transitions that provide an excellent user experience integrate thirdparty apis write unit and integration tests release applications to the apple and google play stores work with native modules when required what we offer get paid not played no more unreliable clients enjoy ontime monthly payments with flexible withdrawal options predictable project hours enjoy a harmonious worklife balance with consistent 8hour working days with clients flex days so you can recharge enjoy up to 24 flex days off per year without losing pay for fulltime positions found through proxify careeraccelerating positions at cuttingedge companies discover exclusive longterm remote positions at the worlds most exciting companies handpicked opportunities just for you skip the typical recruitment roadblocks and biases with personally matched positions one seamless process multiple opportunities a onetime contracting process for endless opportunities with no extra assessments compensation enjoy the same pay every month with positions landed through proxify,https://remotive.com/remote-jobs/software-dev/senior-react-native-developer-1383531
Digital and Data Support Manager,Open Ownership,Worldwide,open ownership is recruiting a remotely based digital and data support manager to join our recently formed digital and data team this is a permanent role were looking for someone with experience of working on digital reform in or directly with governments or other large complex institutions who understands the complexity of such projects and how to get them done effectively as well as this essential experience were looking for people who can communicate with both technical and policy audiences and feels comfortable sitting between these groups simply and clearly communicate complex information is keen to share knowledge on digital topics within the organisation is keen to work in a complex and evolving policy and delivery environment is sensitive to cultural differences in working styles and practices and can work across a diverse team and partners brief details remuneration this is an l5 position benchmarked against our competencies framework at gbp 55000 70000 usd 66000 85000 dependent on experience hours full time 375 hours a week but flexible working will be considered location homebased remote working flexible work location candidates must be based in utc2 to utc9 due to the nature of upcoming work applicants must have the right to work in their country of residence as we cannot provide work visas for any country the deadline for applications is 2359 utc gmt on wednesday 24 september 2025 please read the full job description here all applications are welcomed through the applied platform only,https://remotive.com/remote-jobs/all-others/digital-and-data-support-manager-2057109
Freelance Writer,IAPWE,Worldwide,our organization is seeking content writers to create articles and blog posts on a variety of topics the rate of pay is 20 per 100 words this comes out to approximately 100 per article or 50 per hour some topics you may be asked to write about include the following you can always turn down a topic if you do not feel comfortable writing about it however if you have experience or expertise in a specific area please let us know health beauty fitness home decor fashion sports do it yourself finance legal medical familyparenting relationships real estate restaurants contracting plumbing pool building remodeling etc these are just some of the more general industries and topics that we cover requirements we ask that all work be completed using a word processor such as microsoft word or open office a reliable internet connection and the ability to meet deadlines good communication skills and respond in a timely manner to editorial staff when they ask for updates on tasks etc work well as a team member with the rest of our content management and editorial staff note applicants to this job signaled that accessing some writing tasks may require payment,https://remotive.com/remote-jobs/writing/freelance-writer-1185979
Copywriter,Coalition Technologies ,Worldwide,who were looking for the ideal copywriter has excellent english writing skills and is excited to write highquality seodriven content that aligns with detailed clientspecific guidelines projects most commonly include writing web pages for ecommerce and lead generation business sites such as category pages product descriptions and blog posts our clientele is constantly evolving we produce content for these and many other industry verticals fashion both massmarket and luxury skincare beauty tech software finance investing law family law product liability divorce etc education home improvement automobiles motorcycles oem and aftermarket accessories health and wellness medical clinical digital marketing seo pr advertising marketing writers with a background in these highly specialized fields are strongly encouraged to apply the ideal candidate for this position is a multifaceted technical and creative writer with at least two to four years of professional nonacademic experience candidates should understand how to write content that effortlessly blends seo best practices and brand priorities for finished work thats engaging creative and roidriven candidates should also be willing and able to complete careful research in order to gain a strong understanding of various industries candidates should be prepared to provide portfolios featuring published work once an offer has been extended writers will be asked to take a brief training course compensation writers are paid on a perword basis the rate is assessed according to our kpi rubric key performance indicators with an automatic raise after 400 and 800 pages have gone live on our clients websites initial compensation is up to 006 per word with 0034 per word being the most typical compensation level this is 30 or 17 per page of 500 words after 400 pages live the top marginal rate increases to 0064 per word with the most typical rate of 0038 per word or 32 and 19 per page after 800 pages live the top marginal rate increases to 007 per word with 0044 per word being the most typical or 35 and 22 per page,https://remotive.com/remote-jobs/writing/copywriter-1749306
Odoo Developer,YouNav,Europe,remote policy fully remote remote location europe company younav salary 6575k eur gross employer cost type of employment fulltime cet hours long term contractor or fulltime employee in france only about younav younav is the most advanced marina management system mms on the market managing 10000 berths and boaters with 100 marina staff users our software boosts boater satisfaction streamlines marina operations and frees up staff from repetitive tasks younavcom weve spent the past seven years creating a tailormade solution for our first clientsmaking it profitable and stable without relying on external funding now were on an exciting journey to transform our specialized solution into a scalable saas product used by marinas worldwide were a closeknit team of 5 10 people headquartered in paris france and we operate fully remote across europe join us and help shape the future of marina management why join us high impact be part of a small tech team cto 23 devs where your contributions directly shape the product and the user experience remotefirst work fully remote from anywhere in europe no office commute just results g rowth were transitioning from a tailormade tool to a commercial saas giving you room to innovate and make your mark ownership autonomy we minimize meetings and trust each others expertise youll have freedom to devise solutions that solve real business challenges what youll do develop and maintain features within our odoo based stack leveraging odoo framework to build and maintain custom modules on top of native modules refactor code from legacy codebase based on odoo v11 to a new version based on odoo 18 of our product help maintain our legacy codebase and product while me migrate to the new version of our product collaborate in a kanban workflow via gitlab picking up roadmap tasks from epics and handling weekly maintenance tasks write efficient clean and reusable code for both backend primarily and frontend needs work closely with the cto and teammates on solution design ensuring features meet business and user requirements contribute to continuous improvement of our codebase cicd pipelines and overall team processes about the tech stack odoo framework python backend postgresql for database management gitlab for issue tracking cicd and roadmap planning cursor ide though you can use your preferred environment what were looking for hard skills required 35 years of professional software development experience using a odoo web framework required experience with mediumlarge legacy codebases within production systems comfort with frontend technologies html css js to handle fullstack tasks though this role is more backendheavy ability to manage and optimize postgresql databases familiarity with git and simple cicd workflows we use gitlab soft skills english fluency is mandatory french is a plus but not required problem solver independent you thrive in an environment with minimal supervision taking full ownership of your tasks no ego resultsoriented youre focused on delivering value rather than emphasizing titles or hierarchy clear written communication ability to articulate technical ideas in english french is a plus businesssavvy you can understand the business context before designing and implementing solutions who can apply this role is fully remote but requires eligibility to work and invoice as a contractor in europe exception we can hire a fulltime employee in france if preferred our culture how we work weekly team meeting one 30minute alignment call with the entire project team including non devs maintenance day one dedicated day a week for maintenance tasks dev team knowledge share informal chat to exchange tips and lessons learned continuous improvement we deploy often fix things fast and focus on learning benefits perks fully remote work from anywhere in europe no office no commute compensation 6575k euryear gross employer cost depending on your location and experience level paid time off minimum 5 weeks of paid time off per year team meetups annual gettogether at our hq in paris france small collaborative team direct access to the cto ceo and fellow devs your impact is immediate and recognized hiring process send your application use the apply button on this page and fill the application form please do not apply through other channels application review your application will be screened by our cto team interview a technical conversation 4560 mins with the cto 12 devs to understand your experience and problemsolving approach final chat a cultural and alignment interview with our ceo to ensure mutual fit how to apply to apply click apply button on this page and fill the application form please do not apply through other channels to show youve read our entire posting please include the word buoy in your cover letter we use this as a quick check for attention to detail join younav and help us shape the future of marina management software,https://remotive.com/remote-jobs/software-dev/odoo-developer-1971901
Administrative Assistant / Customer Service Representative,Dr. Mylissa’s Medical Boutique,USA,introduction we are seeking a dedicated and personable administrative assistant customer service representative to join our team in this dynamic role you will provide essential administrative support while also delivering exceptional customer service to our clients if you are organized detailoriented and passionate about helping others we would love to hear from you job responsibilities as an administrative assistant customer service representative your responsibilities will include answering and directing phone calls emails and inquiries from clients and colleagues providing accurate information and assistance to clients with a friendly and professional demeanor coordinating and scheduling appointments and meetings ensuring all logistical details are arranged maintaining and organizing files records and correspondence assisting in the preparation of reports presentations and correspondence as needed collaborating with team members to improve processes and enhance customer satisfaction job requirements high school diploma or equivalent additional qualifications as an administrative assistant or secretary will be a plus proven experience as an administrative assistant customer service representative or in a similar role proficient in ms office word excel powerpoint outlook and office management software excellent communication and interpersonal skills strong organizational and timemanagement abilities attention to detail and problemsolving skills open to learning new things customer service orientation and ability to handle customer inquiries and complaints professionally familiarity with office equipment like printers and fax machines ability to work independently and as part of a team,https://remotive.com/remote-jobs/customer-support/administrative-assistant-customer-service-representative-2054287
Senior Data Engineer,Proxify,Europe,the role we are looking for a senior data engineer for one of our clients you are a perfect candidate if you are growthoriented you love what you do and you enjoy working on new ideas to develop exciting products what were looking for minimum of 5 years of professional experience in data engineering proven experience designing and implementing data architectures and etl processes proficiency in data engineering tools and languages eg python sql apache spark experience with data warehouse platforms eg amazon redshift google bigquery snowflake familiarity with cloud platforms aws gcp or azure strong understanding of data modelling concepts and the ability to design effective data models data governance knowledge of data governance principles data quality management and data security best practices time zone cet 3 hours we are unable to consider applications from candidates in other time zones musthave skills sql python java etl responsibilities design implement and maintain scalable and efficient data architectures including data warehouses data lakes and etl processes lead the development of robust and scalable extract transform load etl processes to ensure the seamless flow of data between systems collaborate with crossfunctional teams to integrate data from various sources ensuring data quality consistency and accuracy develop and implement data models to support business requirements ensuring data is structured for optimal performance and analytical capabilities identify and address performance bottlenecks within the data infrastructure optimising queries and processes for efficiency implement and enforce data governance policies ensuring compliance with data privacy regulations and maintaining data security implement automation strategies for data processing monitoring and maintenance tasks reducing manual intervention and improving reliability what we offer get paid not played no more unreliable clients enjoy ontime monthly payments with flexible withdrawal options predictable project hours enjoy a harmonious worklife balance with consistent 8hour working days with clients flex days so you can recharge enjoy up to 24 flex days off per year without losing pay for fulltime positions found through proxify careeraccelerating positions at cuttingedge companies discover exclusive longterm remote positions at the worlds most exciting companies handpicked opportunities just for you skip the typical recruitment roadblocks and biases with personally matched positions one seamless process multiple opportunities a onetime contracting process for endless opportunities with no extra assessments compensation enjoy the same pay every month with positions landed through proxify,https://remotive.com/remote-jobs/software-dev/senior-data-engineer-1606658
"Software Engineer, Data Infrastructure & Acquisition","Speechify, Inc.",Worldwide,overview were looking to hire for our data side of our ai team at speechify this role is responsible for all aspects of data collection to support our model training operations we are able to build highquality datasets at petabytescale and low cost through a tight integration of infrastructure engineering and research work we are looking for a skilled software engineer to join us what youll do be scrappy to find new sources of audio data and bring it into our ingestion pipeline operate and extend the cloud infrastructure for our ingestion pipeline currently running on gcp and managed with terraform collaborate closely with our scientists to shift the costthroughputquality frontier delivering richer data at bigger scale and lower cost to power our nextgeneration models collaborate with others on the ai team and speechify leadership to craft the ai teams dataset roadmap to power speechifys nextgeneration consumer and enterprise products an ideal candidate should have bsmsphd in computer science or a related field 5 years of industry experience in software development proficiency with bashpython scripting in linux environments proficiency in docker and infrastructureascode concepts and professional experience with at least one major cloud provider we use gcp experience with web crawlers largescale data processing workflows is a plus ability to handle multiple tasks and adapt to changing priorities strong communication skills both written and verbal,https://remotive.com/remote-jobs/software-dev/software-engineer-data-infrastructure-acquisition-2038175
Insurance Professional,The Kenney Agency - Powered by Symmetry Financial Group,USA,position remote insurance professional location 100 remote about us are you looking for a career that offers flexibility independence and the potential for significant earnings join our team as a remote insurance agent where you can take control of your career path and make a difference in peoples lives why join us location freedom work from anywhere with an internet connection flexible schedule enjoy fulltime or parttime options to fit your lifestyle 100 remote no daily commute work from the comfort of your own home highquality leads access a marketplace of warm leads interested in exploring insurance options career growth opportunities tailor your career with multiple advancement paths unlimited earning potential earn both active and passive income through commissions cash bonuses and rewards supportive culture be part of a collaborative growthfocused team with proven leadership what youll do provide families with life insurance mortgage protection childrens life insurance final expense coverage retirement income solutions and debtfree options work as an independent broker contracted with over two dozen top insurance companies choose to focus solely on sales or build and lead a remote team of agents compensation average earnings parttime agents typically earn between 2000 to 5000 per month commission structure start at 800 per sale with potential for growth up to 130 no previous sales experience or licensing is required though its a plus why this role high income potential your success is directly tied to your efforts comprehensive training we provide the tools and resources you need to succeed worklife balance flexibility to design your own schedule important notes success is not guaranteed and individual results may vary your level of success will be determined by factors such as work ethic the ability to follow our training and system and engagement with our lead system as well as the insurance needs of clients in your target areas ready to start your new career,https://remotive.com/remote-jobs/sales-business/insurance-professional-2051110
Internal Sales Representative - UK & Ireland,CSI Global,"UK, Ireland",csi global is headquartered in the united kingdom with a satellite office in the united arab emirates and major operations in india over the years the primary source of new logos was the vast network of our founder and leaders starting about a year ago the company has charted a more aggressive growth path that requires a formal marketing and sales operation a marketing and sales campaign was therefore launched and executed from offshore focused around social media especially linkedin based on the level of interest as demonstrated by connection acceptance rates above industry standards the company has decided to supplement its campaign with an inside sales presence on the ground in the united kingdom or ireland the role involves the following establish contact with the prospect through social media by phone or email and introduce the company and our offerings get a highlevel overview of the company and its processes as it relates to our offerings understand the gaps and constraints faced by the company provide input to the offshore team to craft a solution present the solution together with the offshore team present the quote for a project a longerterm engagement or a pilot close the sale play an account management role to mine further opportunities heres how we are envisioning the process 1 the offshore team will create the database of companies and contacts and send out connection requests 2 based on our focus and the potential of the prospects the offshore team will periodically provide a list of contacts to internal sales 3 internal sales will fulfil the responsibilities outlined above through social media telephone calls or email as appropriate key skills and experience required appropriate educational background for the role excellent communication skills both written and spoken excellent interpersonal skills selfstarter who can work independently with minimal supervision proven organizational skills and ability to deliver on commitments made a seasoned sales professional with a track record of closing deals background in structural engineering services a plus,https://remotive.com/remote-jobs/sales-business/internal-sales-representative-uk-ireland-2037493
Language teachers,AE Virtual Class S.A,Americas,description ae virtual class member of academia europea group leader in language teaching with 56 years of experience and the largest teaching staff in the americas we are looking for language enthusiasts who want to be part of our great family experience is not a requirement we teach you how to teach job requirements laptop with webcam stable internet connection 15 mbps attitude dynamism afternoon andor evening shifts central america time zone excellent mandarin german italian or french proficiency c1c2 main responsibilities of the position motivate students generate interest in cultures and languages prepare reports evaluations,https://remotive.com/remote-jobs/all-others/language-teachers-1987878
Online Data Research - with Bonus!,TELUS International AI Inc.,USA,job description looking for a freelance opportunity where you can make an impact on technology from the comfort of your home if you are dynamic techsavvy and always online to learn more this parttime flexible project is the perfect fit for you a day in the life of a personalized internet assessor in this role youll be analyzing and providing feedback on texts pages images and other types of information for top search engines using an online tool through reviewing and rating search results for relevance and quality youll be helping to improve the overall user experience for millions of search engine users including yourself join our team today and start putting your skills to work for one of the worlds leading search engines the estimated hourly earnings for this role are 14 usd per hour telus digital ai community our global ai community is a vibrant network of 1 million contributors from diverse backgrounds who help our customers collect enhance train translate and localize content to build better ai models become part of our growing community and make an impact supporting the machine learning models of some of the worlds largest brands qualification path no previous professional experience is required to apply to this role however working on this project will require you to pass the basic requirements and go through a standard assessment process this is a parttime longterm project and your work will be subject to our standard quality assurance checks during the term of this agreement basic requirements working as a freelancer with excellent communication skills in english being a resident in the united states for the last 3 consecutive years and having familiarity with current and historical business media sport news social media and cultural affairs in the us active use of gmail and other forms of social media and experience in the use of web browsers to navigate and interact with a variety of content daily access to a broadband internet connection a smartphone android 50 ios 14 or higher and a personal computer to work on assessment in order to be hired into the program youll take a language assessment and an open book qualification exam that will determine your suitability for the position and complete id verification dont worry our team will provide you with guidelines and learning materials before your exam you will be required to complete the exam in a specific timeframe but at your convenience apply now and earn a 150 bonus when you pass the exam complete id verification submit the acceptance form and all required documents within 7 days you must also stay active in the program for at least 3 months to qualify equal opportunity all qualified applicants will receive consideration for a contractual relationship without regard to race color religion sex sexual orientation gender identity national origin disability or protected veteran status at telus digital ai we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community all aspects of selection are based on applicants qualifications merits competence and performance without regard to any characteristic related to diversity,https://remotive.com/remote-jobs/all-others/online-data-research-with-bonus-2050607
